AAA	工	菚	葡萄牙	工期	工匠	恭恭敬敬	花花世界	工藝	工區
GTA	一等功	死得其所	一千萬	一籌莫展	五千萬	一盤散沙			
GTB	琇	敷衍了事	一物降一物	㻑					
GTC	再生能源	珞巴							
GTD	琒	政策研究	一毛不拔	頭等大事	副科長	一動不動	一般而論	㻱	
GTE	珘	專科學校	頭重腳輕						
GTF	瓚	玝	珗	珽	天翻地覆	政策規定	平等協商	一般地說	天翻地覆的變化
GTG	珩	珄	一系列	平等互利	玫瑰	一千万	互利互惠	一律平等	五千万
GTH	一般見識								
GTI	政策水平	一息尚存	弄得清	專利法					
GTJ	琍	專利申請							
GTK	珞	瑀	一生中	一等品	副委員長				
GTL	璁	政策界限	一笑置之	五筆數碼	五筆數碼發明人	五筆數碼漢字輸入技術	五筆數碼練習軟件	五筆數碼輸入法	五筆數碼輸入法軟件
GTM	珦	一番周折	平穩過渡						
GTN	琁	政策性	一般性	一往情深	一等獎	專利局	政策性虧損	兩重性	
GTO	璠	一季度							
GTP	五筆字型	現役軍人	敷衍塞責	現役軍官	專利審查	五筆字型漢字輸入技術	五筆字型發明人	五筆字型練習軟件	五筆字型發明人王永民
GTQ	瓈	一筆勾銷							
GTR	珴	一般的	政策措施	五千年文化	專利技術	專利製度	一往無前	兩種製度	專利授權
GTS	更重要的是	平等相待	平衡木	專利權	一般來說	一盤棋	平等權利	現行標準	
GTT	平等待人	珍稀動物							
GTU	一知半解	平等競爭	再生資源						
GTV	副秘書長	五筆畫	㻶						
GTW	瑽	互利合作	一般人	更符合	求知欲	一行人	一般化	專利侵權	一邊倒
GTX	珻	玻利維亞	平行線						
GTY	玫	一般說來	再生產	珠穆朗瑪	現身說法	一番話	專利證書	政策方針	事後諸葛亮
GUA	事半功倍	更新觀念	致開幕詞	致閉幕詞	頭痛醫頭	頓開茅塞	㻂		
GUB	一意孤行	平陽	平陸	平陰					
GUC	平台	一次又一次							
GUD	刾	頬	平原	平面	一病不起	副部長	表彰大會	東北三省	副站長
GUE	瓏	瑐	璲	平輿					
GUF	平	琷	平均	万美元	平壤	平坦	平地	平南	平武
GUG	珜	瑳	瓓	平整	平靜	正義事業	東半球	班門弄斧	㼁
GUH	正義鬥爭	平輩	一並處理						
GUI	平常	平滑	平淡	平添	平江	平湖	平潭	平涼	
GUJ	璋	璄	平日	平果	平昌	平時	下半時		
GUK	琣	平邑	平順						
GUL	璔	東道國	平羅						
GUM	平山								
GUN	一次性	平民	平局	亞美尼亞	一門心思	正義性			
GUO	平庸	平度							
GUP	平安	平定	融資額	事前審計					
GUQ	平遙	東北角							
GUR	下半年	平反	平泉	更新換代	平樂				
GUS	慭	平板	專門機構	㻥					
GUT	平衡	平等	平和	平行	平息	平生	平利	平复	至關重要
GUU	再立新功	東北部	玉門關						
GUV	亊	㻩							
GUW	一部分	平凡	平价	平谷	平分	平信	殘疾人	專門人才	表彰會
GUX	珶	平緩	平鄉	平級					
GUY	平方	平房	正前方	東道主	下意識	平調	專門調查	東北郊	平產
GVA	勁	巰	頸	剄	逕	巠	璕	鵛	一刀切
GVB	妻子								
GVD	再好不過								
GVE	珢								
GVF	坙	璛	更好地						
GVG	珒	勁頭	一刀兩斷						
GVH	妻	璶	疌	郪	鶈	㼮			
GVI	琭	㻖							
GVJ	璅								
GVK	玿								
GVL	到群眾中去	㼃							
GVO	㻏								
GVP	一怒之下								
GVR	殘忍的								
GVS	頸椎								
GVT	瑙	珺	救災物資						
GVV	一如既往	一九九八年							
GVW	一九八四年	一九八三年	天怒人怨	天災人禍					
GVY	副書記	勁旅	勁敵						
GWA	玳	珍藏	事倍功半	下個世紀	現代工業	兩個基本點	責任區	兩全其美	
GWB	玱								
GWC	玜	一個又一個	現代通信						
GWD	瑖	一件大事	珍奇	五谷丰登	天公不作美	五谷不分	弄假成真	責任感	副館長
GWE	珍	副作用	一會兒	珍愛	兩條腿走路	下個月	一會兒功夫	現代服務業	
GWF	現代教育	殘餘勢力	刑偵支隊	㻅	㻮				
GWG	瑜	珮	珟	珨	璒	璯	一件事	珍珠	副代表
GWH	整体上	現代戲	惡作劇						
GWI	整体水平	致公党	更何況	再創輝煌	現代漢語	致公黨	兩分法		
GWJ	玠	一個時期以來	一個時期的	下個星期					
GWK	珍品	副食品	珍貴	一個中心	一個中國原則	現代戰爭	現代史	一個中國政策	兩條路線
GWL	救命恩人	責任田	環保署	珍禽異獸	一個國家兩種製度				
GWM	爾	璽	邇	壐	蠒	覼	鸍	現代農業	殊途同歸
GWN	瑡	瑦	珍惜	責任心	環保局	一條心			
GWO	青飼料								
GWP	万分之	一念之差	天作之合	万全之策	珍視	珍寶	天倫之樂	整風運動	
GWQ	專人負責								
GWR	五体投地	五分制	責任製	五保戶	五分製				
GWS	珍本	一個樣	東倒西歪						
GWT	珍稀	整体利益	平分秋色	珍重	正人先正己	正合适	現代科技	現代科學技術	一條街
GWU	兲	一代新人	整体部署	一個問題	一條龍	環保部	兩條道路	珍聞	
GWV	玢	鳿	正人君子	責任書	一貧如洗				
GWW	一体化	一代人	珍禽	万念俱灰	天公作美	逼供信	現代化	現代化建設	現代企業
GWX	責任編輯	融會貫通	環保組織	刑偵總隊					
GWY	玲	玐	玪	琀	琟	瑲	璡	整体效益	与人方便
GXA	毒草	素菜	毒菌	副總工程師	一貫堅持	瑪納斯	毒藥	正統觀念	
GXC	互通	副總參謀長							
GXD	素有	一絲不苟	副組長	副鄉長	班組長	一絲不挂			
GXE	互助	互愛	一貫采取	下級服從上級					
GXF	瑻	副總裁	一貫支持	天經地義	副總幹事				
GXG	互	瑑	璏	毒素	互惠	毒死	副總理	副經理	一絲一毫
GXH	纛	政紀處分							
GXI	素	繛	互派	毒液	毒汁	惡貫滿盈	䋤		
GXJ	毒蛇	毒虫	毒蟲						
GXK	毒品	下級單位							
GXL	正統思想								
GXM	再經過	互贈							
GXN	毒性	天網恢恢							
GXP	毒害	互祝	互補	一紙空文	副編審				
GXQ	互勉								
GXR	毒气	素描	毒打	毒手	互推	素質	互換	毒氣	一貫製
GXS	互相	素材	素來	東張西望					
GXT	互利	毒物	一貫重視	一級簡碼					
GXU	毒	毒瘤	毒辣	素養					
GXW	夷	鴺	毒化	互信	素食	正比例	一級企業	毒梟	毒餌
GXX	璣	玭	瑎	副總經理	副總統	副總編	㼄		
GXY	互訪	互為	一貫主張	下結論	毒劑	一貫方針	互設	互讓	互諒
GYA	理論基礎	玉蘭	理論工作者	一衣帶水	一言難盡				
GYB	班子	妻离子散	理論聯繫實際	下議院	妻離子散				
GYC	琉	珫	天文台	斑駁	㻙				
GYD	一方面	平方厘米	玉石	兩方面	副市長	理論研究	班長	死記硬背	一言不發
GYE	珳	理論學習							
GYF	天主教	天文臺	平方釐米	天主教愛國會	天誅地滅				
GYG	斑	琂	琉璃	一言一行	正方形	融為一體	玉環	互諒互讓	刑訊逼供
GYH	玣	理論上	死於非命						
GYI	玉	玊	玉溪	一言堂					
GYJ	再就是								
GYK	瓖	玉器	更為嚴重	副產品	天文單位	惡語中傷	㻻		
GYL	璮	瓌	玉田	班車	理論界	救護車	天文數字	斑點	班輪
GYM	玉山	玉雕	理論體系						
GYN	一言以蔽之	王永民	玉屏	王永民先生	王永民教授	㻞			
GYO	平方米	副主席	玉米	瓦房店	班底	再就業			
GYP	更衣室	一夜之間	班禪	理論家	副譯審				
GYR	璃	更高的	斑白	玉帛	天高气爽	理論指導	一望無際	天衣無縫	至高無上
GYS	玉林	班机	班機	玉樹	東遊西逛				
GYT	班	更為重要	理論和實踐	一諾千金	互為知己	㻢			
GYU	璾	瓋	班次	求效益	理論問題	玉門	一語道破		
GYV	瑯								
GYW	珓	琗	副主任	平方公里	班主任	表率作用	副主任委員	副主任醫師	理論依據
GYX	玹	班組	東方紅	班級	㻭				
GYY	玟	死亡率	班房	斑斕	五顏六色	天方夜譚	一言為定	互訴衷情	
HAA	虐	瞸	獻花	處世	獻藝	虛驚	䁥		
HAB	劇院	獻出							
HAD	睰	處在	處長	盧布	見世面	戲耍	悲觀厭世	虧耗	䁰
HAE	皻	虘	覰	㪥	䣜				
HAF	虞城	劇場	處境	劇增	虛報				
HAG	劇	獻	戲	眶	遽	勮	甗	瞱	覻
HAH	頥	戲劇	處處	劇目	獻縣				
HAI	瞄準	膚淺	處決	盧灣	劇減	虛汗	處治	虛浮	
HAJ	虛	戱	瞙	處暑					
HAK	虞	瞘	矔	鸆	虎口	瞞哄	䁧		
HAL	瞄	慮	盧	膚	虜	顱	鸕	勴	矒
HAM	瞞	戲曲	䁐						
HAN	歫	虙	處以	虛心	劇情	虎將	虧心	㷡	䁋
HAO	覷	戯	歔	虡	戲迷	虛榮	虛度		
HAP	矇	獻禮	虛實	虧空	處之	虛空			
HAQ			膚色	虛名	盧氏	虧欠	䁮	䖏	
HAR	眍	虗	虧損	虛擬	處所	悲觀失望	獻技		
HAS	虨	虎林	劇本	虛構	虧本	獻歌			
HAT	處	歑	虖	虐待	獻身	獻血	卡斯特羅	劇種	獻策
HAU	瞄准	虎門	劇痛	盧龍					
HAV	虍	處女	䀙						
HAW	虎	彪	虧	甝	矆	虝	虤	虥	虪
HAX	獻給	處級	眼花繚亂	虛弱	劇組	虛幻	虛線	䖈	
HAY	虔	處於	處方	虔誠	獻計	悲歡離合	虛設	虛妄	虛誇
HBA	齖	齛	齰	䶙	䶞				
HBB	齱	獻出了	䶔						
HBC	齝	䶕							
HBD	齮	䶝	䶢						
HBE	齟	齨	齯						
HBF	齻	￥	＄	￡	￠	䶧	䶪		
HBG	眲	齬	䶦						
HBH	齜	䶥							
HBJ	齒	齥	齵	䶚					
HBK	齪	齞	齶	䶫					
HBL	齫	齒輪	䁅						
HBM	䶡	䶣	䶤						
HBN	齷	齓							
HBP	齳								
HBQ	齣	齙	齺	䶟					
HBR	齗	齭							
HBS	齼	齽	䶗						
HBT	齲	齕	齚	䶜					
HBU	齴	齸	䶘						
HBV	齦	齠							
HBW	齡	齘	䶖	䶨					
HBX	齔								
HBY	齩	䶩							
HCA	皮革	皮鞋	皮鞭	皮帶					
HCB	皮子								
HCC	眼巴巴	㿬							
HCD	頗	頗有	㿵						
HCE	頗受								
HCF	皯	㿹							
HCG	皮球								
HCH	皮膚	頗具	非驢非馬						
HCI	皮								
HCJ	㓟	㿸							
HCK	眙								
HCM	皮肉	皮山	頗豐						
HCN	瞲								
HCP	皹								
HCQ	皰	皮包	頗多						
HCS	皮棉								
HCT	眸	皮毛	䀵						
HCU	攴								
HCV	㿪	㿳							
HCW	皮貨								
HCY	頗為	頗高	䀑	䁊					
HDA	矋	悲切	悲切	悲苦	悲苦	悲觀	悲歡	非難	悲觀
HDB	輩出								
HDD	卓有成效								
HDE	歲月	頗感興趣							
HDF	睚	睳	瞧不起	上有老下有小	蜚聲	具有十分重要的意義	蜚聲	懸而未決	䀼
HDG	歲	䀦	劌	歳	翽	顪	占有一席之地	歲末	䁍
HDH	輩	非	悲	裴	韭	翡	蜚	斐	剕
HDI	非常	非常	非洲	非洲	非法	非法	悲涼	悲涼	具有決定性的
HDJ	占有量	目不暇接	䁆						
HDK	悲嘆	具有中國特色	悲嘆						
HDL	具有國際先進水平	歲數	目不轉睛						
HDM	頉	頗有同感							
HDN	翡翠	翡翠	悲壯	悲慘	悲憤	悲愴	悲壯	悲慘	悲憤
HDP	見面禮								
HDQ	斐然	斐然							
HDS	悲歌	悲歌	㮂						
HDT	具有重要的	非得	非得	具有重要作用	具有重要意義	具有特別重要的意義	歲入	見不得人	見不得
HDU	瞭	悲痛	悲痛						
HDV	目不忍睹	具有劃時代的意義							
HDW	睶	非凡	非凡	非但	非但	非分	非分	悲傷	悲傷
HDX	眬	䋰							
HDY	狊	郹	鶪		悲哀	悲哀	非議	非議	目不識丁
HEA	頗受歡迎								
HEB	卡脖子								
HEF	肯	肯干	肯幹	鼎力支助					
HEG	眀	䁔							
HEH	瞍	睜眼							
HEJ	瞬時								
HEL	䂃								
HEN	鬥爭性								
HEP	瞬	瞹	肯定						
HEQ	睨								
HER	䁘								
HES	睬								
HET	䀐	瞬息							
HEU	瞬間								
HEV	睜								
HFB	上臺階								
HFC	歧	瞌	眃	䀷					
HFD	處境尷尬								
HFF	眭	歭	䁱						
HFH	盰	瞋	瞌睡	歧見					
HFI	眎	眛	懸壺濟世						
HFJ	鬥志昂揚								
HFK	睵	瞦	歧路	非賣品	非賣品				
HFL	歧異								
HFM	歧山								
HFN	歧异								
HFO	睦鄰								
HFP	歧視								
HFQ	盶								
HFS	縣直機關								
HFT	睹	此起彼伏							
HFU	歧義	䁄							
HFW	睦	睖	瞡	矐	歧途	上地信息產業基地			
HFY	悲喜交集								
HGA	上工	非正式	非正式	上蔡	非正式會議	非正式會晤	上萬	非正式會議	非正式會晤
HGB	盹	上限	上陣	上聯	上一階段				
HGC	眰	卡通	上台	上馬					
HGD	上	丄	上面	上百	上古	忐忑不安	䀖		
HGE	睛	上月	鬥爭	上學	鬥膽	督學	鬧騰	䀯	䁃
HGF	盱	上去	上報	上臺	上場	鬥志	上達	卡殼	鬧事者
HGG	鬧	鬥	鬨	鬩	鬮	鬦	鬪	鬫	鬬
HGH	卡	凸	茍	眄	羋	卝	眐	蘷	雈
HGI	叔	督	尗	惄	敊	裻	錖	上海	上游
HGJ	上映	虎頭蛇尾	䁣						
HGK	上路	處理器	督戰	處理品	䀳				
HGL	上回	上思	卡車	上車					
HGM	歵	眪	瞔	矖	上网	上周	上山	上岸	上崗
HGN	忐	眓	上司	上心	上尉	上將	上層	上屆	上裝
HGO	上火	上座	縣政府						
HGP	上空	督察	鬥室						
HGQ	上旬	上鉤	鬧鐘	上猶					
HGR	卡拉	上年	上手	上揚	歲末年初				
HGS	眜	上述	上校	上林	上杭	上來	處理機		
HGT	上升	上午	上千	卡片	上行	上乘	上街	上等	上策
HGU	上前	上次	上部	上端	上門	處理問題	督辦	督導	處理意見
HGV	睫	上書	叔姪	䀴					
HGW	仧	上任	督促	卡住	上代	叔父	叔侄	卡位	上進
HGX	眱	上網	上級	上繳	處理結果	上下級	上下結合	上下級之間	
HGY	上市	上帝	上交	上方	上高	上下文	上文	上衣	上班族
HHA	矑	頻帶	瞞上欺下	䁦					
HHB	步子	目睹了							
HHC	步驟								
HHD	頻	顰	瞁	凹凸不平	鼎鼎大名				
HHF	止境								
HHG	止	䀠							
HHH	目	歮	瞐	目睹	止步	目眩	頻頻	眼睜睜	目止具頭卜虎皮
HHI	目光	目測							
HHK	目瞪口呆	䀡							
HHL	丨	亅	目擊	頻頻點頭					
HHN	愳	鼑	步履	悲劇性	戲劇性	悲劇性			
HHO	煛	頻度							
HHP	瞾	鷪	虛虛實實	頻密					
HHQ	睍	目錄							
HHR	步	目的	步兵						
HHS	目標	步槍							
HHT	步入	步行	止血	頻繁	眼見得				
HHU	歨	目前	止痛	目送	頻道				
HHV	非此即彼								
HHW	瞿	矍	氍	戵	鸜	步伐	止住	頻段	頻傳
HHX	瞠目結舌								
HHY	頻率	步調	眼見為實	步步為營					
HIB	非法出版物	非法出版物	非法出版						
HID	非常成功	非常丰富	非常感激	非常感興趣	縣長	非洲大陸	非常感謝	非常感興趣	
HIE	睄	上當受騙							
HIF	縣城	縣直	縣志						
HIG	懸殊								
HII	非常清楚	懸浮	非常滿意	非法活動	懸賞				
HIJ	非常明顯	非常時期							
HIK	非常嚴重	非常嚴格							
HIL	非洲國家								
HIM	懸崖	非常豐富	縣內	上漲幅度					
HIN	非常快	非常快	非法收入	非常慢	非常慢	縣屬			
HIO	非常精彩	非常廣闊							
HIP	矘	非洲之角	縣官	非常複雜	懸空	縣官	懸案		
HIQ	非常危險的	縣外	非常危險的	非常遙遠					
HIR	非法所得	非法手段	非常抱歉	懸挂					
HIS	柴油机	柴油機	盧溝橋						
HIT	縣	懸	眇	歩	非常重要	非法移民	縣委	非常重視	非法生產
HIU	非常痛快								
HIV	非常好	非常好							
HIW	非常保守	非常任理事國	懸念	非常任理事國	非常會議				
HIX	縣級	非法經營	非法組織						
HIY	上海市	非常設機構	縣市	非常高興	非常設機構				
HJA	卓著	上星期							
HJB	桌子								
HJD	桌面								
HJE	非暴力手段	非暴力手段							
HJF	卓	㫖	睅	逴	鵫	卓越	盧旺達	㦸	㪕
HJG	睼	䁑							
HJH	眒	此時此刻							
HJI	䁜								
HJP	䁙								
HJQ	児	睗	卓然						
HJS	桌								
HJT	睲	見景生情							
HJU	卓資								
HJX	卓絕	㲃							
HJY	卓識								
HKB	䁒								
HKC	梷								
HKD	奌	頕	占有	此路不通					
HKE	睊	占用	㣌						
HKF	占地								
HKG	睈								
HKH	覘	敁	瞆	瞶	占卜				
HKJ	㓠								
HKK	瞣	矂							
HKM	䁚								
HKN	乩	㤐							
HKP	迠	鼎足之勢							
HKQ	眖	眼中釘							
HKR	占据	虎口拔牙	目中無人	鬧別扭					
HKT	占先								
HKW	占住								
HLE	䁌								
HLF	盀	目擊者	䁫	䁺	䁼				
HLG	睤	䁵							
HLK	㔽								
HLL	見異思遷								
HLM	䁲								
HLO	鹹	鹵	鹼	鹺	鹶	鹷	鹸	鹻	䴚
HLR	卥	禼	䁪						
HLS	睏								
HLV	瞜								
HLW	㮚								
HLX	縣團級								
HMA	欳	睓	具體工作	懸崖勒馬	㕟	䁸			
HMD	眏								
HMF	睭	具體規定	具體地說	上崗培訓	見財起心				
HMG	眮	非同一般	具體表現	具體政策	上山下鄉	具體事物	䀻	䁗	
HMH	具體目標								
HMI	非同小可								
HMM	具體內容	懸崖峭壁	貞豐						
HMN	卣	卨	逌	非同以往	具體情況	䚃			
HMP	遉	具體實際	具體實踐	具體安排					
HMQ	具體負責								
HMR	具體措施	具體指導	貞操						
HMS	具體要求	具體來說							
HMT	貞節								
HMU	貞	具體問題	具體辦法	具體意見					
HMV	非同尋常								
HMW	具體化	具體做法	具體分析	具體任務	具體條件				
HMX	懸崖絕壁								
HMY	具體方法	具體說來							
HNA	眠	步履艱難	虛懷若谷						
HNB	瞰	凹陷	凹陷						
HND	鼎	鼎盛	見怪不怪	䵻					
HNE	虛心學習								
HNG	肯尼亞	上情下達							
HNH	睱	睸	此情此景	矚目					
HNI	矚	県							
HNK	䁹								
HNM	凹	兕							
HNN	㠯	䁕							
HNR	悲慘的	悲慘的							
HNT	處心積慮	䀣							
HNU	鼎立								
HNV	郻	上層建築							
HNW	矅	悲慘命運	虛情假意	䀗					
HNX	眤	步履維艱	鬧情緒						
HOA	矌								
HOB	歯	齢							
HOD	睦鄰友好								
HOG	瞨	睦鄰互信	睦鄰政策						
HOI	柴米油鹽								
HON	虛榮心								
HOO	睒								
HOP	瞇								
HOQ	瞵								
HOR	虛度年華	非對抗性							
HOU	睦鄰關係								
HOV	瞊								
HPB	瞎子								
HPD	瞎	處之泰然							
HPE	肻								
HPF	睆								
HPG	睿	壑	叡	壡	睻	瞚	矉	目空一切	非軍事化
HPH	虎視眈眈								
HPJ	瞑	肯定是							
HPL	睴								
HPN	矃								
HPQ	眈	睕							
HPR	瞎搞								
HPS	眝								
HPT	敹								
HPV	㢟								
HPY	非官方	非官方	瞎話	見之於					
HQA	眂	眡	睧						
HQB	見	覎	䀚						
HQC	餐	粲	韰	㛑	㣓	䝳	䱗		
HQD	瞻	見面	見長	見多不怪					
HQF	見報	見地	見教	䙷	䙸				
HQG	見到								
HQH	覞	餐桌	餐具						
HQI	眺								
HQJ	眴								
HQK	眗	眳	睌	䂁					
HQL	餐車	餐點							
HQM	矎	紫金山	皮包骨						
HQN	非金屬	非金屬	見狀	見習	見怪				
HQO	餐廳	䁩							
HQQ	眵	見解	見外						
HQR	覐	䀛							
HQS	見機								
HQT	覹	見笑							
HQU	歺	㱑	盷	見聞	鬧獨立性				
HQV	見好								
HQW	瞻仰	皮包公司	餐館						
HQX	紫外線								
HQY	眺望	眺望	瞻望	見效	見證	見識	見方	見多識廣	見諒
HRA	獻殷勤								
HRB	䁓								
HRC	眅								
HRD	睎	上气不接下气	虧損面	上氣不接下氣					
HRE	眽								
HRF	瞃	目的地	上年增加	見所未見					
HRG	虛擬現實								
HRH	盺								
HRI	目無法紀	虛擬光纖							
HRL	瞴								
HRN	目的性								
HRP	矈	虧損額	虛擬空間						
HRQ	䁛								
HRR	瞎指揮	虛擬技術	䀿	䁀					
HRS	虛無飄渺								
HRT	睥								
HRU	目的意義								
HRW	眣	步兵師							
HRX	虛無縹緲	上年紀	䁻						
HRY	虛無主義	虧損率	䁶						
HSF	瞟	紫禁城	目標遠大						
